Symbol,Name,Market Cap,Country,Sector,Industry
ATEX,Anterix Inc. Common Stock,646054004.0,United States,Telecommunications,Telecommunications Equipment
MEG,Montrose Environmental Group Inc. Common Stock,645540077.0,United States,Consumer Discretionary,Professional Services
ARMN,Aris Mining Corporation Common Shares,645478849.0,,,
REAL,The RealReal Inc. Common Stock,644984232.0,United States,Consumer Discretionary,Other Specialty Stores
LAC,Lithium Americas Corp. Common Shares,643587000.0,Canada,Basic Materials,Metal Mining
OLP,One Liberty Properties Inc. Common Stock,643109014.0,United States,Real Estate,Real Estate Investment Trusts
CVAC,CureVac N.V. Ordinary Shares,642847497.0,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,642841465.0,United States,Miscellaneous,Industrial Machinery/Components
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,642819180.0,,Finance,Trusts Except Educational Religious and Charitable
STOK,Stoke Therapeutics Inc. Common Stock,641430091.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HYLN,Hyliion Holdings Corp. Class A Common Stock,641080065.0,United States,Consumer Discretionary,Construction/Ag Equipment/Trucks
SPTN,SpartanNash Company Common Stock,640668097.0,United States,Consumer Discretionary,Food Distributors
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,640117362.0,United States,Finance,Property-Casualty Insurers
CMP,Compass Minerals Intl Inc Common Stock,639563995.0,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
RGR,Sturm Ruger & Company Inc. Common Stock,639562486.0,United States,Industrials,Ordnance And Accessories
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,638077646.0,United States,Technology,Computer peripheral equipment
OPY,Oppenheimer Holdings Inc. Class A Common Stock (DE),637550756.0,United States,Finance,Investment Bankers/Brokers/Service
SLP,Simulations Plus Inc. Common Stock,637534436.0,United States,Technology,EDP Services
SPFI,South Plains Financial Inc. Common Stock,637393839.0,United States,Finance,Major Banks
GLUE,Monte Rosa Therapeutics Inc. Common Stock,636484626.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FNKO,Funko Inc. Class A Common Stock,636335350.0,United States,Consumer Discretionary,Recreational Games/Products/Toys
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,636301532.0,United States,Utilities,Natural Gas Distribution
MLAB,Mesa Laboratories Inc. Common Stock,636237007.0,United States,Industrials,Industrial Machinery/Components
MLYS,Mineralys Therapeutics Inc. Common Stock,635545903.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PGC,Peapack-Gladstone Financial Corporation Common Stock,635532959.0,United States,Finance,Commercial Banks
WASH,Washington Trust Bancorp Inc. Common Stock,633788715.0,United States,Finance,Major Banks
MNTK,Montauk Renewables Inc. Common Stock,633684889.0,United States,Utilities,Natural Gas Distribution
LXU,LSB Industries Inc. Common Stock,632414587.0,United States,Industrials,Major Chemicals
LEGH,Legacy Housing Corporation Common Stock (TX),632222999.0,United States,Consumer Discretionary,Homebuilding
PBT,Permian Basin Royalty Trust Common Stock,630150922.0,United States,Energy,Oil & Gas Production
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,630120086.0,United States,Finance,Major Banks
KIDS,OrthoPediatrics Corp. Common Stock,629130017.0,United States,Health Care,Medical/Dental Instruments
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,627315970.0,United States,Real Estate,Real Estate Investment Trusts
CION,CION Investment Corporation Common Stock,626109830.0,United States,Finance,Finance/Investors Services
GLAD,Gladstone Capital Corporation Common Stock,622779572.0,United States,Consumer Discretionary,Textiles
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,621356665.0,United States,Finance,Investment Managers
SANA,Sana Biotechnology Inc. Common Stock,620687511.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLMB,Climb Global Solutions Inc. Common Stock,620120002.0,United States,Technology,Retail: Computer Software & Peripheral Equipment
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,620013086.0,,Finance,Finance/Investors Services
KRT,Karat Packaging Inc. Common Stock,618544603.0,United States,Industrials,Plastic Products
CRML,Critical Metals Corp. Ordinary Shares,617749878.0,British Virgin Islands,Basic Materials,Metal Mining
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,617669257.0,Israel,Technology,Computer Software: Prepackaged Software
WLDN,Willdan Group Inc. Common Stock,617397849.0,United States,Consumer Discretionary,Military/Government/Technical
CSV,Carriage Services Inc. Common Stock,617296867.0,United States,Consumer Discretionary,Other Consumer Services
RSVR,Reservoir Media Inc. Common Stock,615700919.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
PPTA,Perpetua Resources Corp. Common Shares,614785170.0,Canada,Basic Materials,Precious Metals
SMBK,SmartFinancial Inc. Common Stock,613750321.0,United States,Finance,Major Banks
FPI,Farmland Partners Inc. Common Stock,612274216.0,United States,Real Estate,Real Estate Investment Trusts
CTO,CTO Realty Growth Inc. Common Stock,611813283.0,United States,Real Estate,Real Estate Investment Trusts
AXGN,Axogen Inc. Common Stock,611714800.0,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ABL,Abacus Life Inc. Class A Common Stock,610872330.0,United States,Finance,Investment Managers
ORC,Orchid Island Capital Inc. Common Stock,610850085.0,United States,Real Estate,Real Estate Investment Trusts
LYTS,LSI Industries Inc. Common Stock,609895159.0,United States,Consumer Discretionary,Building Products
RXT,Rackspace Technology Inc. Common Stock,609884612.0,United States,Technology,Computer Software: Programming Data Processing
ALT,Altimmune Inc. Common Stock,609538036.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AMBC,Ambac Financial Group Inc. Common Stock,609169930.0,United States,Finance,Property-Casualty Insurers
SWBI,Smith & Wesson Brands Inc. Common Stock,609094017.0,United States,Industrials,Ordnance And Accessories
CASS,Cass Information Systems Inc Common Stock,608852023.0,United States,Consumer Discretionary,Business Services
HIFS,Hingham Institution for Savings Common Stock,608272524.0,United States,Finance,Banks
EXTO,Almacenes Exito S.A. American Depositary Share each representing eight (8) Common Shares,606751588.0,,Consumer Discretionary,Department/Specialty Retail Stores
FRPH,FRP Holdings Inc. Common Stock,606691511.0,United States,Finance,Real Estate
PHAT,Phathom Pharmaceuticals Inc. Common Stock,606507352.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TGB,Taseko Mines Ltd. Common Stock,604303880.0,Canada,Basic Materials,Precious Metals
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,604021624.0,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
SFIX,Stitch Fix Inc. Class A Common Stock,603748104.0,United States,Consumer Discretionary,Catalog/Specialty Distribution
FPH,Five Point Holdings LLC Class A Common Shares,603283715.0,United States,Finance,Real Estate
ITRN,Ituran Location and Control Ltd. Ordinary Shares,599990373.0,Israel,Technology,Electronic Components
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,599701472.0,United States,Finance,Commercial Banks
CRMD,CorMedix Inc. Common Stock,598277231.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PLOW,Douglas Dynamics Inc. Common Stock,597904877.0,United States,Industrials,Construction/Ag Equipment/Trucks
IGMS,IGM Biosciences Inc. Common Stock,597020377.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,596946357.0,United States,Finance,Investment Managers
IIM,Invesco Value Municipal Income Trust Common Stock,596827807.0,United States,Finance,Investment Managers
CNDT,Conduent Incorporated Common Stock ,596388212.0,United States,Consumer Discretionary,Business Services
CRESW,Cresud S.A.C.I.F. y A. Warrant,596355320.0,Argentina,Finance,Real Estate
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,594728092.0,China,Finance,Finance: Consumer Services
GMRE,Global Medical REIT Inc. Common Stock,593881764.0,United States,Real Estate,Real Estate Investment Trusts
NVRI,Enviri Corporation Common Stock,593000147.0,United States,Miscellaneous,Diversified Commercial Services
TREE,LendingTree Inc. Common Stock,590735523.0,United States,Finance,Finance: Consumer Services
LVRO,Lavoro Limited Class A Ordinary Shares,590038145.0,Brazil,Consumer Discretionary,Other Specialty Stores
CDXC,ChromaDex Corporation Common Stock,589678821.0,United States,Health Care, Medicinal Chemicals and Botanical Products 
FMNB,Farmers National Banc Corp. Common Stock,588248006.0,United States,Finance,Major Banks
WHFCL,WhiteHorse Finance Inc. 7.875% Notes due 2028,588050126.0,United States,,
GRAL,GRAIL Inc. Common Stock ,588013510.0,United States,Health Care,Medical Specialities
LOVE,The Lovesac Company Common Stock,586873183.0,United States,Consumer Discretionary,Other Specialty Stores
RGTI,Rigetti Computing Inc. Common Stock,586502217.0,United States,Technology,EDP Services
ATXS,Astria Therapeutics Inc. Common Stock,586351535.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CCNE,CNB Financial Corporation Common Stock,585934669.0,United States,Finance,Major Banks
UHT,Universal Health Realty Income Trust Common Stock,584313274.0,United States,Real Estate,Real Estate Investment Trusts
CRVS,Corvus Pharmaceuticals Inc. Common Stock,584098412.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PROK,ProKidney Corp. Class A Ordinary Shares,583323900.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),582958420.0,,Finance,Finance: Consumer Services
KODK,Eastman Kodak Company Common New,582900000.0,United States,Consumer Discretionary,Industrial Machinery/Components
RYAM,Rayonier Advanced Materials Inc. Common Stock,580718533.0,United States,Basic Materials,Paper
OLMA,Olema Pharmaceuticals Inc. Common Stock,579854191.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BAND,Bandwidth Inc. Class A Common Stock,578537592.0,United States,Technology,Computer Software: Prepackaged Software
TALK,Talkspace Inc. Common Stock,577715938.0,United States,Health Care,Medical/Nursing Services
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,577660453.0,United States,Technology,Computer Software: Prepackaged Software
THFF,First Financial Corporation Indiana Common Stock,576717567.0,United States,Finance,Major Banks
SVRA,Savara Inc. Common Stock,576639652.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CGNT,Cognyte Software Ltd. Ordinary Shares,576491864.0,Israel,Technology,Computer Software: Prepackaged Software
BCAL,California BanCorp Common Stock,576400169.0,United States,Finance,Major Banks
FTEL,Fitell Corporation Ordinary Shares,576132541.0,Australia,Consumer Discretionary,Recreational Games/Products/Toys
THRD,Third Harmonic Bio Inc. Common Stock,574945350.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MSBI,Midland States Bancorp Inc. Common Stock,574629872.0,United States,Finance,Major Banks
ANNX,Annexon Inc. Common Stock,574538992.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),574056604.0,United States,Finance,Savings Institutions
BBAI,BigBear.ai Inc. Common Stock,573841704.0,United States,Technology,Computer Software: Prepackaged Software
IIIN,Insteel Industries Inc. Common Stock,573450060.0,United States,Industrials,Steel/Iron Ore
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,571786186.0,United States,Finance,Finance: Consumer Services
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,571281945.0,,Consumer Discretionary,Catalog/Specialty Distribution
ATRO,Astronics Corporation Common Stock,569487647.0,United States,Industrials,Military/Government/Technical
VKQ,Invesco Municipal Trust Common Stock,569402449.0,United States,Finance,Trusts Except Educational Religious and Charitable
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),568893344.0,United States,Finance,Trusts Except Educational Religious and Charitable
HUMA,Humacyte Inc. Common Stock,568884922.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SIBN,SI-BONE Inc. Common Stock,568681707.0,United States,Health Care,Medical/Dental Instruments
OPT,Opthea Limited American Depositary Shares,567842392.0,Australia,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HONE,HarborOne Bancorp Inc. Common Stock,567384016.0,United States,Finance,Major Banks
NPK,National Presto Industries Inc. Common Stock,566040221.0,United States,Industrials,Ordnance And Accessories
SRDX,Surmodics Inc. Common Stock,565160700.0,United States,Health Care,Medical/Dental Instruments
NOA,North American Construction Group Ltd. Common Shares (no par),564337279.0,Canada,Energy,Oilfield Services/Equipment
DGICA,Donegal Group Inc. Class A Common Stock,564023949.0,United States,Finance,Property-Casualty Insurers
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,563299926.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AEF,abrdn Emerging Markets Equity Income Fund Inc. Common Stock,562579500.0,United States,Finance,Finance/Investors Services
FLGT,Fulgent Genetics Inc. Common Stock,559738641.0,United States,Health Care,Medical Specialities
NAT,Nordic American Tankers Limited Common Stock,559574470.0,Bermuda,Consumer Discretionary,Marine Transportation
MREO,Mereo BioPharma Group plc American Depositary Shares,559299913.0,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,558455691.0,United States,Finance,Major Banks
NYMT,New York Mortgage Trust Inc. Common Stock,556157817.0,United States,Real Estate,Real Estate Investment Trusts
